title
"2 ""P8 LITE - 5\"" - 4G - 16GB - 2GB RAM - 1.2 GHz Octa-core - 13 MP Camera - Black (Brand Warranty)"""
"3 ""Xtouch X4 - Dual Sim - 5.0\"" - 16 GB - 1 GB RAM - 13 MP Camera - Black (Brand Warranty)"""
"4 ""Honor 4C - Dual Sim - 5.0” - 8 GB - 2 GB RAM - 1.2 GHz Octa-core - 13 MP Camera - Gold (Brand Warranty)"""
"5 ""One - 5.0\"" - 16 GB - 2 GB RAM - 13 MP Camera - Black (Brand Warranty)"""
"6 ""Aqua Sense - 5.0\"" - 8GB - 512MB RAM - 5MP Camera - Dual Sim - Gold (Brand Warranty)"""
"7 ""Aqua Dream II - 5.5\"" - 8GB - 1GB RAM - Dual Sim - 8MP Camera - White (Brand Warranty)"""
"8 ""One - 5.0\"" - 16 GB - 2 GB RAM - 13 MP Camera - White Gold (Brand Warranty)"""
"9 ""G350E - Galaxy Star Advance Dual Sim - 4.3\"" - 4 GB - 512 MB RAM - 3.2 MP Camera - White (Brand Warranty)"""
"10 ""SM-G920F - Galaxy S6 - 5.1\"" - 32 GB - 3 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black (Brand Warranty)"""
"11 ""G850C - Galaxy Alpha - 4.7” - 32 GB - 2GB - 12 MP - Black (Brand Warranty)"""
"12 ""Magnus X6i - 4\"" - 512MB ROM - 256MB RAM - Smart VGA Camera - Black (Brand Warranty)"""
"13 ""Honor 3C Lite - Dual Sim - 5.0” - 16 GB - 1 GB RAM - 8 MP Camera - Black (Brand Warranty)"""
"14 ""C6902 - Xperia Z1 -  5.0\"" - 16GB - 2 GB RAM - 20.7 MP - Black (Brand Warranty)"""
"15 ""Mate S - 5.5\"" - 64 GB - 3GB RAM - Octa Core - 13 MP Camera - Luxurious Gold (Brand Warranty)"""
"16 ""Galaxy S6 Plus - 5.5\"" - 32 GB - 4 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black Sapphire (Brand Warranty)"""
"17 ""SM-G361H - Galaxy Core Prime - 4.5\"" - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Silver (Brand Warranty)"""
"18 ""Galaxy S6 Plus - 5.5\"" - 32 GB - 4 GB RAM - 1.5 GHz Quad-core - 16 MP Camera -  Blue (Brand Warranty)"""
"19 ""SM-G361H - Galaxy Core Prime - 4.5\"" - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - White (Brand Warranty)"""
"20 ""E75 - 2.4'' - 85 MB HDD - 3.2 MP Camera - Red (Brand Warranty)"""
"21 ""G8 - 5.5\"" - 32 GB - 3 GB RAM - 1.5GHz Octa Core - 13 MP Camera - Horizon Gold (Brand Warranty)"""
"22 ""Klassic - Neon T20 - 2.4\"" - Dual Sim - Smart Camera - Black"""
"23 ""iPhone 6 - 4.7\"" - 16 GB HDD - 1 GB RAM - 8 MP Camera - Gold"""
"24 ""Galaxy S6 Plus - 5.5\"" - 32 GB - 4 GB RAM - 1.5 GHz Quad-core - 16 MP Camera -  Pearl White (Brand Warranty)"""
"25 ""Z-8 - 2.4\"" TFT LCD - Dual Sim - VGA Camera - Black (Brand Warranty)"""
"26 ""P70 - Dual Sim - 5.0\"" - 16 GB - 2 GB RAM - 1.7 GHz Octa-core - 13 MP Camera - Midnight Blue (Brand Warranty)"""
"27 ""SM-G920FD - Galaxy S6 Duos - 5.1\"" - 32 GB - 3 GB RAM - 1.5-2.1Ghz Quad-core - 16 MP Camera - Gold (Brand Warranty)"""
"28 ""Noir X700 Smart Phone - 8GB - Black (Brand Warranty)"""
"29 ""SM-G928 - Galaxy S6 Edge Plus - 5.7\"" - 32 GB - 4 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Silver (Brand Warranty)"""
"30 ""Noir S1 - 5\"" - 8 GB - 1 GB Ram - 1.3 Quad Core Processor - 5 MP Camera - Black (Brand Warranty)"""
"31 ""Z-6 - 2.4\"" - Smart Camera - Black (Brand Warranty)"""
"32 ""SM-G928F - Galaxy S6 Edge - 5.1\"" - 32GB - 3GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black (Brand Warranty)"""
"33 ""Noir X10 - 3.5\"" HVGA - 4GB HDD - 512MB RAM - 2MP with AF Flash - Black (Brand Warranty)"""
"34 ""Y635 - 5.0\"" - 4 GB - 1 GB RAM - 1.2 GHz Quad Core - 5 MP Camera - Black (Brand Warranty)"""
"35 ""X551 Grey - Hot Note - Dual Sim - 5.5\"" - 16 GB - 1 GB RAM - 1.4 GHz Octa Core - 8 MP Camera (Brand Warranty)"""
"36 ""M650 - Dual Sim - 2.4\"" - VGA Camera - Black (Brand Warranty)"""
"37 ""Hot 2 - X510 - Dual Sim - 5.0\"" - 16 GB - 2 GB RAM - 1.3 GHz Quad Core - 8 MP Camera - Black (Brand Warranty)"""
"38 ""P8 LITE - 5\"" - 4G - 16GB - 2GB RAM - 1.2 GHz Octa-core - 13 MP Camera - Gold (Brand Warranty)"""
"39 ""C2305 - Xperia C - 4GB (Daraz Warranty) - White"""
"40 ""iPhone 6 Plus - 5.5\"" - 16 GB HDD - 1 GB RAM -  8 MP Camera Gold"""
"1 ""iPhone 6s - 4.7\"" - 16GB - 2GB RAM - 12MP Camera - Face Time - Rose Gold"""
"2 ""P8 LITE - 5\"" - 4G - 16GB - 2GB RAM - 1.2 GHz Octa-core - 13 MP Camera - Black (Brand Warranty)"""
"3 ""Xtouch X4 - Dual Sim - 5.0\"" - 16 GB - 1 GB RAM - 13 MP Camera - Black (Brand Warranty)"""
"4 ""Honor 4C - Dual Sim - 5.0” - 8 GB - 2 GB RAM - 1.2 GHz Octa-core - 13 MP Camera - Gold (Brand Warranty)"""
"5 ""One - 5.0\"" - 16 GB - 2 GB RAM - 13 MP Camera - Black (Brand Warranty)"""
"6 ""Aqua Sense - 5.0\"" - 8GB - 512MB RAM - 5MP Camera - Dual Sim - Gold (Brand Warranty)"""
"7 ""Aqua Dream II - 5.5\"" - 8GB - 1GB RAM - Dual Sim - 8MP Camera - White (Brand Warranty)"""
"8 ""One - 5.0\"" - 16 GB - 2 GB RAM - 13 MP Camera - White Gold (Brand Warranty)"""
"9 ""G350E - Galaxy Star Advance Dual Sim - 4.3\"" - 4 GB - 512 MB RAM - 3.2 MP Camera - White (Brand Warranty)"""
"10 ""SM-G920F - Galaxy S6 - 5.1\"" - 32 GB - 3 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black (Brand Warranty)"""
"11 ""G850C - Galaxy Alpha - 4.7” - 32 GB - 2GB - 12 MP - Black (Brand Warranty)"""
"12 ""Magnus X6i - 4\"" - 512MB ROM - 256MB RAM - Smart VGA Camera - Black (Brand Warranty)"""
"13 ""Honor 3C Lite - Dual Sim - 5.0” - 16 GB - 1 GB RAM - 8 MP Camera - Black (Brand Warranty)"""
"14 ""C6902 - Xperia Z1 -  5.0\"" - 16GB - 2 GB RAM - 20.7 MP - Black (Brand Warranty)"""
"15 ""Mate S - 5.5\"" - 64 GB - 3GB RAM - Octa Core - 13 MP Camera - Luxurious Gold (Brand Warranty)"""
"16 ""Galaxy S6 Plus - 5.5\"" - 32 GB - 4 GB RAM - 1.5 GHz Quad-core - 16 MP Camera - Black Sapphire (Brand Warranty)"""
"17 ""SM-G361H - Galaxy Core Prime - 4.5\"" - 8 GB - 1 GB RAM - 1.2 GHz Quad-core - 5 MP Camera - Silver (Brand Warranty)"""
"18 ""Galaxy S6 Plus - 5.5\"" - 32 GB - 4 GB RAM - 1.5 GHz Quad-core - 16 MP Camera -  Blue (Brand Warranty)"""
